area_type,location,total_sqft,bath,balcony,price,bhk,price_per_sqft,total_rooms
Super built-up  Area,Other,1520.0,2.0,3.0,62.0,2.0,4078.9473684210525,4.0
Super built-up  Area,Thigalarapalya,3122.0,6.0,2.0,245.0,4.0,7847.533632286995,10.0
Super built-up  Area,Harlur,1290.0,2.0,1.0,85.0,2.0,6589.147286821705,4.0
Built-up  Area,Other,2300.0,3.0,2.0,80.0,3.0,3478.2608695652175,6.0
Built-up  Area,Kannamangala,3000.0,4.0,0.0,200.0,4.0,6666.666666666667,8.0
Built-up  Area,Other,400.0,1.0,0.0,14.0,1.0,3500.0,2.0
Super built-up  Area,Banashankari,1340.0,2.0,3.0,53.6,3.0,4000.0,5.0
Super built-up  Area,Malleshwaram,900.0,2.0,1.0,95.0,2.0,10555.555555555555,4.0
Plot  Area,Rajaji Nagar,1800.0,4.0,2.0,324.0,6.0,18000.0,10.0
Super built-up  Area,Hennur Road,987.0,2.0,1.0,49.0,2.0,4964.5390070921985,4.0
Super built-up  Area,Old Madras Road,1720.0,3.0,2.0,100.0,3.0,5813.953488372093,6.0
Super built-up  Area,Hebbal,1040.0,2.0,1.0,50.0,2.0,4807.692307692308,4.0
Built-up  Area,Anandapura,900.0,2.0,0.0,64.0,2.0,7111.111111111111,4.0
Built-up  Area,Raja Rajeshwari Nagar,1030.0,2.0,1.0,50.0,2.0,4854.368932038835,4.0
Super built-up  Area,Neeladri Nagar,2556.0,3.0,2.0,133.0,3.0,5203.442879499217,6.0
Super built-up  Area,Basavangudi,1850.0,3.0,1.0,168.0,3.0,9081.081081081082,6.0
Super built-up  Area,Balagere,1028.0,2.0,1.0,31.86,2.0,3099.2217898832687,4.0
Super built-up  Area,7th Phase JP Nagar,1270.0,2.0,1.0,83.0,2.0,6535.433070866142,4.0
Built-up  Area,Sahakara Nagar,1655.0,3.0,1.0,115.0,3.0,6948.640483383686,6.0
Built-up  Area,Electronics City Phase 1,940.0,2.0,1.0,40.0,2.0,4255.31914893617,4.0
Super built-up  Area,Domlur,1050.0,2.0,2.0,85.0,2.0,8095.238095238095,4.0
Super built-up  Area,Other,946.0,2.0,1.0,38.0,2.0,4016.913319238901,4.0
Built-up  Area,CV Raman Nagar,1726.0,3.0,3.0,145.0,3.0,8400.92699884125,6.0
Super built-up  Area,Sarakki Nagar,2121.0,4.0,3.0,253.0,3.0,11928.335690711929,7.0
Super built-up  Area,Vittasandra,1404.0,2.0,1.0,75.0,2.0,5341.880341880342,4.0
Super built-up  Area,Sarjapur,1525.0,2.0,2.0,48.0,3.0,3147.5409836065573,5.0
Super built-up  Area,Kengeri,1025.0,2.0,2.0,57.0,2.0,5560.975609756098,4.0
Plot  Area,Other,1575.0,4.0,0.0,150.0,5.0,9523.809523809523,9.0
Built-up  Area,Other,860.0,1.0,1.0,43.0,2.0,5000.0,3.0
Super built-up  Area,Talaghattapura,1223.0,2.0,1.0,42.81,3.0,3500.408830744072,5.0
Super built-up  Area,Other,3750.0,3.0,2.0,550.0,4.0,14666.666666666666,7.0
Super built-up  Area,Kothannur,1197.0,2.0,1.0,47.8,2.0,3993.316624895572,4.0
Super built-up  Area,Garudachar Palya,1150.0,2.0,1.0,52.75,2.0,4586.95652173913,4.0
Built-up  Area,Other,4800.0,5.0,3.0,629.0,4.0,13104.166666666666,9.0
Super built-up  Area,R.T. Nagar,1040.0,2.0,2.0,46.0,2.0,4423.076923076923,4.0
Super built-up  Area,Banashankari,1310.0,2.0,2.0,80.0,2.0,6106.8702290076335,4.0
Super built-up  Area,Uttarahalli,1788.0,3.0,2.0,98.34,3.0,5500.0,6.0
Super built-up  Area,Raja Rajeshwari Nagar,1144.0,2.0,2.0,38.55,2.0,3369.7552447552443,4.0
Super built-up  Area,Anjanapura,1070.0,2.0,2.0,39.0,2.0,3644.8598130841124,4.0
Super built-up  Area,Other,1200.0,2.0,2.0,70.0,2.0,5833.333333333333,4.0
Super built-up  Area,Ambedkar Nagar,1862.0,3.0,2.0,120.0,3.0,6444.68313641246,6.0
Plot  Area,Margondanahalli,1200.0,2.0,1.0,58.5,2.0,4875.0,4.0
Super built-up  Area,Begur Road,970.0,2.0,2.0,27.0,2.0,2783.505154639175,4.0
Super built-up  Area,Kasavanhalli,1646.0,3.0,2.0,79.5,3.0,4829.890643985419,6.0
Super built-up  Area,Sarjapur  Road,4395.0,4.0,2.0,242.0,4.0,5506.257110352673,8.0
Super built-up  Area,Iblur Village,1995.0,3.0,2.0,135.0,3.0,6766.917293233083,6.0
Plot  Area,1st Block Jayanagar,2400.0,4.0,2.0,450.0,4.0,18750.0,8.0
Super built-up  Area,Hosakerehalli,1085.0,2.0,1.0,47.74,2.0,4400.0,4.0
Super built-up  Area,Budigere,1139.0,2.0,2.0,56.8,2.0,4986.830553116769,4.0
Super built-up  Area,Haralur Road,1092.0,2.0,2.0,44.0,2.0,4029.3040293040294,4.0
Super built-up  Area,Other,1767.0,3.0,2.0,98.0,3.0,5546.1233729485,6.0
Built-up  Area,Other,1700.0,3.0,2.0,80.0,3.0,4705.882352941177,6.0
Super built-up  Area,Bellandur,1692.0,3.0,2.0,88.0,3.0,5200.945626477542,6.0
Built-up  Area,6th Phase JP Nagar,1645.0,3.0,3.0,100.0,3.0,6079.0273556231,6.0
Super built-up  Area,Uttarahalli,1345.0,2.0,1.0,57.0,3.0,4237.918215613383,5.0
Super built-up  Area,Other,1100.0,2.0,1.0,60.0,2.0,5454.545454545455,4.0
Super built-up  Area,Gollarapalya Hosahalli,1408.0,3.0,3.0,62.0,3.0,4403.409090909091,6.0
Plot  Area,Banashankari Stage III,2400.0,4.0,1.0,240.0,4.0,10000.0,8.0
Plot  Area,Kadugodi,1920.0,4.0,2.0,200.0,4.0,10416.666666666666,8.0
Plot  Area,Other,6040.0,4.0,2.0,170.0,5.0,2814.569536423841,9.0
Super built-up  Area,Thigalarapalya,2072.0,4.0,2.0,150.0,3.0,7239.382239382239,7.0
Super built-up  Area,Malleshwaram,1420.0,2.0,1.0,158.0,2.0,11126.760563380281,4.0
Plot  Area,Electronics City Phase 1,2040.0,3.0,2.0,137.0,3.0,6715.686274509804,6.0
Super built-up  Area,Sarjapur  Road,1220.0,3.0,2.0,56.0,3.0,4590.163934426229,6.0
Plot  Area,8th Phase JP Nagar,1200.0,4.0,2.0,145.0,4.0,12083.333333333334,8.0
Super built-up  Area,Other,1300.0,2.0,1.0,79.0,2.0,6076.923076923077,4.0
Super built-up  Area,Electronics City Phase 1,1150.0,2.0,2.0,39.0,2.0,3391.304347826087,4.0
Super built-up  Area,KR Puram,1470.0,2.0,2.0,86.0,2.0,5850.340136054422,4.0
Super built-up  Area,Hosa Road,1063.0,2.0,1.0,31.9,2.0,3000.9407337723424,4.0
Super built-up  Area,Other,1311.0,2.0,2.0,48.0,2.0,3661.3272311212813,4.0
Super built-up  Area,Other,3500.0,4.0,3.0,350.0,4.0,10000.0,8.0
Super built-up  Area,Other,1400.0,2.0,2.0,55.0,3.0,3928.5714285714284,5.0
Built-up  Area,Kanakpura Road,2200.0,2.0,0.0,62.0,2.0,2818.181818181818,4.0
Built-up  Area,Vidyaranyapura,1060.0,2.0,2.0,55.0,2.0,5188.679245283019,4.0
Built-up  Area,Other,1000.0,2.0,0.0,110.0,3.0,11000.0,5.0
Super built-up  Area,Sector 7 HSR Layout,1760.0,3.0,2.0,145.0,3.0,8238.636363636364,6.0
Super built-up  Area,Whitefield,2010.0,3.0,3.0,92.0,3.0,4577.114427860696,6.0
Super built-up  Area,Kanakpura Road,1480.0,2.0,2.0,64.23,3.0,4339.864864864865,5.0
Super built-up  Area,8th Phase JP Nagar,1230.0,2.0,2.0,43.5,3.0,3536.5853658536585,5.0
Super built-up  Area,Gottigere,1300.0,3.0,3.0,65.0,3.0,5000.0,6.0
Super built-up  Area,Frazer Town,4850.0,6.0,2.0,385.0,4.0,7938.144329896907,10.0
Super built-up  Area,Singasandra,1100.0,2.0,1.0,52.0,2.0,4727.272727272727,4.0
Super built-up  Area,Harlur,1752.12,3.0,2.0,116.0,3.0,6620.551103805676,6.0
Super built-up  Area,Marathahalli,957.0,2.0,1.0,46.9,2.0,4900.73145245559,4.0
Super built-up  Area,Balagere,790.5,1.0,0.0,41.9,1.0,5300.44275774826,2.0
Built-up  Area,Other,1942.0,3.0,2.0,102.0,3.0,5252.317198764161,6.0
Built-up  Area,Other,1000.0,2.0,2.0,53.0,2.0,5300.0,4.0
Super built-up  Area,Yeshwanthpur,668.0,1.0,1.0,36.85,1.0,5516.4670658682635,2.0
Plot  Area,Other,3000.0,6.0,3.0,1000.0,5.0,33333.333333333336,11.0
Super built-up  Area,Uttarahalli,1089.0,2.0,1.0,43.55,2.0,3999.0817263544536,4.0
Super built-up  Area,Thanisandra,1800.0,3.0,3.0,90.0,3.0,5000.0,6.0
Super built-up  Area,Yelahanka New Town,960.0,2.0,1.0,18.0,1.0,1875.0,3.0
Super built-up  Area,Yelahanka,1036.0,2.0,3.0,39.35,2.0,3798.262548262548,4.0
Super built-up  Area,Marathahalli,1583.0,3.0,3.0,105.0,3.0,6632.975363234365,6.0
Built-up  Area,7th Phase JP Nagar,3300.0,4.0,0.0,150.0,4.0,4545.454545454545,8.0
Super built-up  Area,Padmanabhanagar,1100.0,2.0,2.0,65.0,2.0,5909.090909090909,4.0
Plot  Area,Other,800.0,1.0,1.0,100.0,1.0,12500.0,2.0
Super built-up  Area,Vittasandra,1246.0,2.0,1.0,65.0,2.0,5216.69341894061,4.0
Super built-up  Area,Dodda Nekkundi,850.0,2.0,3.0,28.0,2.0,3294.1176470588234,4.0
Super built-up  Area,Raja Rajeshwari Nagar,1196.0,2.0,2.0,51.51,2.0,4306.8561872909695,4.0
Super built-up  Area,Thanisandra,1697.0,3.0,2.0,114.0,3.0,6717.737183264585,6.0
Built-up  Area,TC Palaya,1000.0,2.0,0.0,64.0,2.0,6400.0,4.0
Super built-up  Area,HRBR Layout,1567.0,3.0,3.0,90.0,3.0,5743.458838544991,6.0
Plot  Area,Sarjapur  Road,3750.0,6.0,3.0,290.0,4.0,7733.333333333333,10.0
Super built-up  Area,Other,950.0,2.0,2.0,45.0,2.0,4736.8421052631575,4.0
Super built-up  Area,Other,1022.0,2.0,2.0,52.0,2.0,5088.062622309198,4.0
Super built-up  Area,Kammasandra,1018.0,2.0,0.0,23.45,2.0,2303.5363457760313,4.0
Plot  Area,Other,2000.0,3.0,2.0,25.0,4.0,1250.0,7.0
Super built-up  Area,Bharathi Nagar,1322.0,2.0,2.0,68.0,2.0,5143.721633888048,4.0
Plot  Area,Other,1800.0,4.0,2.0,145.0,4.0,8055.555555555556,8.0
Super built-up  Area,Doddakallasandra,1460.0,2.0,2.0,58.39,3.0,3999.3150684931506,5.0
Super built-up  Area,Other,990.0,2.0,1.0,44.55,2.0,4500.0,4.0
Built-up  Area,Other,2400.0,3.0,1.0,260.0,3.0,10833.333333333334,6.0
Super built-up  Area,Whitefield,1635.0,2.0,2.0,85.0,3.0,5198.7767584097855,5.0
Super built-up  Area,Rajaji Nagar,3526.0,4.0,1.0,558.0,4.0,15825.2977878616,8.0
Built-up  Area,Padmanabhanagar,3400.0,3.0,1.0,210.0,4.0,6176.470588235294,7.0
Built-up  Area,Other,2770.0,3.0,1.0,460.0,3.0,16606.49819494585,6.0
Super built-up  Area,EPIP Zone,3035.0,5.0,0.0,200.0,4.0,6589.785831960461,9.0
Super built-up  Area,Other,1533.0,3.0,2.0,85.0,3.0,5544.683626875408,6.0
Super built-up  Area,Akshaya Nagar,1720.0,3.0,1.0,134.0,3.0,7790.697674418605,6.0
Super built-up  Area,Frazer Town,2000.0,3.0,1.0,200.0,3.0,10000.0,6.0
Super built-up  Area,Yeshwanthpur,1185.0,2.0,2.0,75.84,2.0,6400.0,4.0
Super built-up  Area,Varthur Road,900.0,2.0,1.0,27.0,2.0,3000.0,4.0
Built-up  Area,Attibele,395.0,1.0,1.0,10.25,1.0,2594.9367088607596,2.0
Super built-up  Area,Electronic City Phase II,1031.0,2.0,1.0,56.35,2.0,5465.56741028128,4.0
Plot  Area,Other,2400.0,8.0,2.0,650.0,6.0,27083.333333333332,14.0
Super built-up  Area,Thanisandra,2650.0,4.0,2.0,240.0,4.0,9056.603773584906,8.0
Plot  Area,Basaveshwara Nagar,2400.0,5.0,1.0,415.0,5.0,17291.666666666668,10.0
Super built-up  Area,Hennur,1259.0,2.0,2.0,57.0,2.0,4527.4027005559965,4.0
Built-up  Area,Raja Rajeshwari Nagar,1570.0,3.0,2.0,88.0,3.0,5605.095541401274,6.0
Built-up  Area,Bisuvanahalli,1075.0,2.0,1.0,36.0,3.0,3348.8372093023254,5.0
Super built-up  Area,Whitefield,1216.0,2.0,1.0,79.0,2.0,6496.710526315789,4.0
Super built-up  Area,Sarjapur  Road,1428.0,2.0,2.0,66.0,3.0,4621.848739495798,5.0
Super built-up  Area,Begur Road,1160.0,2.0,2.0,40.59,2.0,3499.1379310344832,4.0
Super built-up  Area,Other,1475.0,3.0,2.0,70.0,3.0,4745.762711864407,6.0
Super built-up  Area,Harlur,1754.0,3.0,2.0,135.0,3.0,7696.693272519954,6.0
Super built-up  Area,Rayasandra,1639.0,3.0,1.0,83.0,3.0,5064.063453325199,6.0
Super built-up  Area,Hennur Road,1804.0,3.0,2.0,102.0,3.0,5654.10199556541,6.0
Plot  Area,Whitefield,1200.0,3.0,2.0,56.2,3.0,4683.333333333333,6.0
Built-up  Area,Other,1135.0,2.0,3.0,55.0,2.0,4845.814977973569,4.0
Super built-up  Area,Begur Road,1260.0,2.0,2.0,46.62,2.0,3700.0,4.0
Built-up  Area,Hennur Road,2160.0,3.0,2.0,160.0,3.0,7407.407407407408,6.0
Super built-up  Area,Rachenahalli,1220.0,2.0,2.0,59.5,2.0,4877.049180327869,4.0
Plot  Area,Margondanahalli,1200.0,2.0,0.0,67.0,2.0,5583.333333333333,4.0
Super built-up  Area,Yelahanka,1300.0,2.0,3.0,65.0,2.0,5000.0,4.0
Super built-up  Area,Cox Town,605.0,1.0,1.0,29.0,1.0,4793.388429752066,2.0
Super built-up  Area,Bhoganhalli,1444.0,2.0,1.0,75.97,2.0,5261.0803324099725,4.0
Built-up  Area,Amruthahalli,924.0,2.0,1.0,45.0,2.0,4870.12987012987,4.0
Super built-up  Area,Kaikondrahalli,1000.0,2.0,1.0,30.0,2.0,3000.0,4.0
Plot  Area,Other,1200.0,3.0,3.0,225.0,3.0,18750.0,6.0
Super built-up  Area,Bisuvanahalli,845.0,2.0,1.0,29.0,2.0,3431.9526627218934,4.0
Super built-up  Area,Kanakpura Road,700.0,2.0,1.0,35.0,2.0,5000.0,4.0
Super built-up  Area,Kothanur,1187.0,2.0,2.0,58.0,2.0,4886.2679022746415,4.0
Super built-up  Area,Kaggadasapura,1625.0,3.0,2.0,55.0,3.0,3384.6153846153848,6.0
Plot  Area,Devarachikkanahalli,1200.0,2.0,2.0,83.0,2.0,6916.666666666667,4.0
Super built-up  Area,Other,1452.55,2.0,3.0,110.0,2.0,7572.889057175313,4.0
Built-up  Area,Other,2357.0,3.0,2.0,151.0,3.0,6406.448875689436,6.0
Super built-up  Area,Kaval Byrasandra,1200.0,2.0,1.0,49.5,2.0,4125.0,4.0
Super built-up  Area,Budigere,1139.0,2.0,2.0,56.85,2.0,4991.220368744513,4.0
Built-up  Area,Basavangudi,600.0,1.0,0.0,97.5,1.0,16250.0,2.0
Super built-up  Area,Kanakpura Road,1660.0,3.0,3.0,75.0,3.0,4518.0722891566265,6.0
Super built-up  Area,Other,1170.0,2.0,3.0,105.0,2.0,8974.358974358975,4.0
Super built-up  Area,Somasundara Palya,1448.0,2.0,2.0,68.0,2.0,4696.132596685083,4.0
Super built-up  Area,Kadugodi,1762.0,3.0,3.0,110.0,3.0,6242.905788876277,6.0
Super built-up  Area,Kaggadasapura,1105.0,2.0,1.0,38.65,2.0,3497.737556561086,4.0
Super built-up  Area,Yelahanka,1825.0,3.0,1.0,105.0,3.0,5753.424657534247,6.0
Super built-up  Area,Thanisandra,1185.0,2.0,2.0,43.0,2.0,3628.6919831223627,4.0
Built-up  Area,Electronic City Phase II,1320.0,2.0,1.0,38.12,3.0,2887.8787878787875,5.0
Super built-up  Area,Hulimavu,1058.0,2.0,1.0,48.0,2.0,4536.862003780719,4.0
Super built-up  Area,Bellandur,1220.0,2.0,2.0,60.0,2.0,4918.0327868852455,4.0
Super built-up  Area,Sarjapur,925.0,2.0,1.0,25.0,2.0,2702.7027027027025,4.0
Super built-up  Area,Old Madras Road,1200.0,2.0,1.0,72.0,2.0,6000.0,4.0
Super built-up  Area,Kengeri,1160.0,2.0,2.0,40.6,3.0,3500.0,5.0
Super built-up  Area,Other,1411.0,3.0,2.0,91.72,3.0,6500.3543586109145,6.0
Super built-up  Area,Bannerghatta Road,1550.0,3.0,2.0,78.0,3.0,5032.258064516129,6.0
Super built-up  Area,Green Glen Layout,3250.0,4.0,3.0,230.0,4.0,7076.923076923077,8.0
Super built-up  Area,Haralur Road,2475.0,4.0,2.0,130.0,3.0,5252.525252525253,7.0
Super built-up  Area,7th Phase JP Nagar,2503.0,4.0,0.0,188.0,4.0,7510.986815821015,8.0
Super built-up  Area,Marathahalli,2524.0,5.0,2.0,190.0,4.0,7527.733755942948,9.0
Super built-up  Area,Kaggadasapura,1063.0,2.0,2.0,42.0,2.0,3951.081843838194,4.0
Super built-up  Area,Kanakpura Road,1077.0,2.0,1.0,37.7,2.0,3500.4642525533895,4.0
Super built-up  Area,Other,1200.0,3.0,2.0,44.0,2.0,3666.6666666666665,5.0
Built-up  Area,Hosakerehalli,1500.0,3.0,2.0,70.0,4.0,4666.666666666667,7.0
Super built-up  Area,Jalahalli,1045.0,2.0,2.0,76.77,2.0,7346.411483253589,4.0
Super built-up  Area,Kanakapura,1290.0,2.0,3.0,45.15,3.0,3500.0,5.0
Super built-up  Area,Hoodi,1400.0,2.0,1.0,78.0,2.0,5571.428571428572,4.0
Built-up  Area,Begur Road,1600.0,3.0,2.0,58.14,3.0,3633.75,6.0
Super built-up  Area,Other,3095.0,3.0,3.0,375.0,3.0,12116.316639741519,6.0
Super built-up  Area,Nagavara,1545.0,2.0,1.0,58.0,3.0,3754.045307443366,5.0
Super built-up  Area,Sarjapur  Road,1680.0,3.0,1.0,112.0,3.0,6666.666666666667,6.0
Built-up  Area,Other,1350.0,2.0,1.0,67.5,2.0,5000.0,4.0
Super built-up  Area,Gottigere,950.0,2.0,1.0,38.0,2.0,4000.0,4.0
Super built-up  Area,Thanisandra,1050.0,2.0,2.0,45.0,2.0,4285.714285714285,4.0
Super built-up  Area,Banashankari Stage V,1305.0,2.0,2.0,49.0,3.0,3754.7892720306513,5.0
Built-up  Area,Kodichikkanahalli,2700.0,7.0,2.0,125.0,5.0,4629.62962962963,12.0
Plot  Area,Other,1100.0,3.0,1.0,78.0,3.0,7090.909090909091,6.0
Built-up  Area,Thanisandra,3500.0,5.0,0.0,160.0,6.0,4571.428571428572,11.0
Super built-up  Area,Begur Road,1634.0,3.0,1.0,83.33,3.0,5099.7552019583845,6.0
Super built-up  Area,Prithvi Layout,1352.0,2.0,2.0,85.0,2.0,6286.98224852071,4.0
Super built-up  Area,Balagere,1145.0,2.0,2.0,65.0,2.0,5676.855895196507,4.0
Super built-up  Area,Other,1240.0,2.0,2.0,43.79,2.0,3531.451612903226,4.0
Super built-up  Area,7th Phase JP Nagar,2200.0,3.0,2.0,190.0,3.0,8636.363636363636,6.0
Super built-up  Area,Bommasandra Industrial Area,1020.0,2.0,1.0,39.0,2.0,3823.529411764706,4.0
Super built-up  Area,Other,3600.0,4.0,2.0,365.0,4.0,10138.888888888889,8.0
Super built-up  Area,Raja Rajeshwari Nagar,1168.0,2.0,1.0,61.0,2.0,5222.602739726028,4.0
Super built-up  Area,Electronic City Phase II,1205.0,2.0,1.0,75.0,2.0,6224.066390041494,4.0
Super built-up  Area,Yeshwanthpur,1195.0,2.0,2.0,100.0,2.0,8368.200836820084,4.0
Built-up  Area,CV Raman Nagar,1028.0,2.0,1.0,49.0,2.0,4766.536964980544,4.0
Super built-up  Area,Other,1175.0,2.0,2.0,48.27,2.0,4108.085106382979,4.0
Super built-up  Area,Pai Layout,1550.0,2.0,2.0,90.0,3.0,5806.451612903225,5.0
Super built-up  Area,Yeshwanthpur,1826.0,3.0,2.0,165.0,3.0,9036.144578313253,6.0
Plot  Area,Hoodi,2400.0,5.0,2.0,160.0,5.0,6666.666666666667,10.0
Super built-up  Area,Yelahanka,1603.0,3.0,2.0,96.0,3.0,5988.7710542732375,6.0
Built-up  Area,Marathahalli,1350.0,3.0,1.0,72.0,3.0,5333.333333333333,6.0
Built-up  Area,KR Puram,714.0,1.0,1.0,28.0,1.0,3921.5686274509803,2.0
Super built-up  Area,Whitefield,1215.0,2.0,3.0,65.0,2.0,5349.794238683127,4.0
Built-up  Area,Malleshpalya,1405.0,2.0,2.0,77.0,3.0,5480.427046263345,5.0
Super built-up  Area,KR Puram,1142.0,2.0,1.0,51.0,2.0,4465.84938704028,4.0
Built-up  Area,Other,4000.0,4.0,3.0,170.0,4.0,4250.0,8.0
Super built-up  Area,Whitefield,1870.0,3.0,2.0,90.0,3.0,4812.834224598931,6.0
Super built-up  Area,Subramanyapura,1313.0,2.0,2.0,73.0,2.0,5559.786747905559,4.0
Built-up  Area,Other,1945.0,3.0,3.0,120.0,3.0,6169.665809768638,6.0
Super built-up  Area,Thanisandra,1573.0,3.0,2.0,95.0,3.0,6039.4151303242215,6.0
Super built-up  Area,Sarjapur  Road,1255.0,2.0,1.0,92.0,2.0,7330.677290836654,4.0
Super built-up  Area,Benson Town,1400.0,3.0,2.0,91.15,4.0,6510.714285714285,7.0
Super built-up  Area,Kannamangala,1235.0,2.0,2.0,43.63,2.0,3532.7935222672063,4.0
Super built-up  Area,Sarjapur  Road,1380.0,2.0,1.0,52.0,3.0,3768.1159420289855,5.0
Super built-up  Area,Other,1465.0,2.0,3.0,74.72,3.0,5100.341296928327,5.0
Super built-up  Area,Thigalarapalya,1418.0,2.0,2.0,103.0,2.0,7263.7517630465445,4.0
Super built-up  Area,Other,1650.0,3.0,1.0,165.0,3.0,10000.0,6.0
Built-up  Area,Anekal,351.0,1.0,1.0,16.0,1.0,4558.404558404558,2.0
Super built-up  Area,Uttarahalli,1279.0,2.0,2.0,48.0,2.0,3752.9319781078966,4.0
Built-up  Area,Kasavanhalli,1870.0,3.0,1.0,200.0,3.0,10695.187165775402,6.0
Plot  Area,Other,1500.0,5.0,1.0,230.0,4.0,15333.333333333334,9.0
Super built-up  Area,Hebbal,2526.0,2.0,2.0,250.0,3.0,9897.070467141726,5.0
Plot  Area,Other,1550.0,2.0,1.0,150.0,3.0,9677.41935483871,5.0
Super built-up  Area,Uttarahalli,1845.0,2.0,1.0,68.27,3.0,3700.271002710027,5.0
Super built-up  Area,Other,1360.0,2.0,1.0,59.27,3.0,4358.088235294118,5.0
Built-up  Area,Other,1150.0,2.0,1.0,75.0,3.0,6521.739130434783,5.0
Super built-up  Area,Whitefield,1260.0,2.0,2.0,49.5,2.0,3928.5714285714284,4.0
Plot  Area,Other,1200.0,3.0,1.0,74.0,3.0,6166.666666666667,6.0
Built-up  Area,Dasanapura,965.0,2.0,1.0,42.5,2.0,4404.145077720207,4.0
Built-up  Area,Hoodi,1350.0,2.0,3.0,48.0,3.0,3555.5555555555557,5.0
Super built-up  Area,Bhoganhalli,1447.0,2.0,1.0,75.97,2.0,5250.172771250864,4.0
Super built-up  Area,Other,1229.0,3.0,1.0,86.03,3.0,7000.0,6.0
Super built-up  Area,Kudlu,1027.0,2.0,2.0,43.0,2.0,4186.952288218111,4.0
Super built-up  Area,Gottigere,1153.0,2.0,1.0,48.5,2.0,4206.418039895923,4.0
Super built-up  Area,Whitefield,2856.0,5.0,0.0,145.5,4.0,5094.53781512605,9.0
Super built-up  Area,Malleshpalya,1065.0,2.0,2.0,50.0,2.0,4694.835680751174,4.0
Built-up  Area,Other,1030.0,2.0,3.0,61.0,2.0,5922.330097087379,4.0
Super built-up  Area,Mallasandra,1340.0,2.0,2.0,61.0,2.0,4552.238805970149,4.0
Built-up  Area,Other,600.0,1.0,0.0,32.0,1.0,5333.333333333333,2.0
Super built-up  Area,Begur Road,1410.0,2.0,3.0,44.42,3.0,3150.354609929078,5.0
Super built-up  Area,Varthur,1055.0,2.0,2.0,45.35,2.0,4298.578199052133,4.0
Super built-up  Area,Yelahanka,1304.0,2.0,1.0,79.0,2.0,6058.2822085889575,4.0
Super built-up  Area,Other,2720.0,4.0,1.0,485.0,4.0,17830.882352941175,8.0
Built-up  Area,Kammasandra,990.0,2.0,1.0,31.5,2.0,3181.818181818182,4.0
Super built-up  Area,7th Phase JP Nagar,1035.0,2.0,1.0,39.33,2.0,3800.0,4.0
Super built-up  Area,Tumkur Road,700.0,1.0,0.0,30.09,1.0,4298.571428571428,2.0
Super built-up  Area,Sonnenahalli,1120.0,2.0,2.0,43.0,2.0,3839.285714285714,4.0
Super built-up  Area,Haralur Road,1300.0,2.0,2.0,73.0,2.0,5615.384615384615,4.0
Super built-up  Area,Tumkur Road,1239.0,2.0,1.0,82.0,2.0,6618.240516545601,4.0
Super built-up  Area,Hosa Road,1365.0,2.0,1.0,92.0,2.0,6739.92673992674,4.0
Super built-up  Area,Other,1165.0,2.0,1.0,135.0,2.0,11587.982832618025,4.0
Super built-up  Area,Subramanyapura,1130.0,2.0,3.0,45.19,3.0,3999.1150442477874,5.0
Super built-up  Area,Green Glen Layout,1776.42,3.0,2.0,105.0,3.0,5910.764346269463,6.0
Super built-up  Area,Other,1107.0,2.0,2.0,33.0,2.0,2981.029810298103,4.0
Super built-up  Area,Nagavara,2319.0,3.0,2.0,180.0,3.0,7761.966364812419,6.0
Super built-up  Area,Other,1520.0,3.0,3.0,80.0,3.0,5263.1578947368425,6.0
Super built-up  Area,Kannamangala,1536.0,3.0,1.0,89.0,3.0,5794.270833333333,6.0
Built-up  Area,Other,3000.0,4.0,2.0,240.0,4.0,8000.0,8.0
Super built-up  Area,Other,1050.0,2.0,1.0,38.0,2.0,3619.0476190476193,4.0
Super built-up  Area,Hoodi,1850.0,3.0,2.0,146.0,3.0,7891.891891891892,6.0
Super built-up  Area,Billekahalli,1112.0,2.0,2.0,62.0,2.0,5575.5395683453235,4.0
Super built-up  Area,Marathahalli,1535.0,3.0,2.0,72.5,3.0,4723.127035830619,6.0
Built-up  Area,Kanakpura Road,1050.0,2.0,1.0,35.0,2.0,3333.3333333333335,4.0
Plot  Area,Banashankari,2400.0,3.0,2.0,370.0,4.0,15416.666666666666,7.0
Super built-up  Area,7th Phase JP Nagar,1250.0,3.0,2.0,65.0,3.0,5200.0,6.0
Super built-up  Area,Kalena Agrahara,1187.0,2.0,3.0,52.0,2.0,4380.791912384162,4.0
Built-up  Area,9th Phase JP Nagar,1164.0,2.0,1.0,56.0,2.0,4810.996563573884,4.0
Super built-up  Area,Electronic City Phase II,1395.0,2.0,1.0,62.78,3.0,4500.358422939068,5.0
Super built-up  Area,Arekere,2072.0,3.0,2.0,108.0,3.0,5212.355212355213,6.0
Super built-up  Area,Kanakpura Road,1450.0,3.0,3.0,60.91,3.0,4200.689655172414,6.0
Super built-up  Area,Bannerghatta Road,1550.0,3.0,2.0,82.0,3.0,5290.322580645161,6.0
Super built-up  Area,Other,1315.0,2.0,2.0,90.0,2.0,6844.106463878327,4.0
Super built-up  Area,Hebbal,3067.0,4.0,3.0,230.0,4.0,7499.184871209651,8.0
Super built-up  Area,Other,1210.0,2.0,2.0,72.0,2.0,5950.413223140496,4.0
Super built-up  Area,Bisuvanahalli,1075.0,2.0,1.0,47.0,3.0,4372.093023255814,5.0
Super built-up  Area,Other,1215.0,3.0,1.0,42.2,3.0,3473.251028806584,6.0
